"EnrollmentCoCID","EnrollmentID","HouseholdID","ProjectID","PersonalID","InformationDate","CoCCode","DataCollectionStage","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"4975464","189434","189434","1557","91456",2021-01-14,"XX-500",1,2022-05-05 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"4975465","191070","191070","1557","91216",2020-03-16,"XX-500",1,2022-05-05 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"4975466","190099","190099","1557","91033",2019-10-17,"XX-500",1,2022-05-05 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"4975467","192887","192887","1557","91140",2020-09-08,"XX-500",1,2022-05-05 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"4975468","191413","191413","1557","91073",2020-08-31,"XX-500",1,2022-05-05 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"4975469","190128","190128","1557","93451",2021-07-16,"XX-500",1,2022-05-05 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"4975470","190127","190127","1557","91432",2020-12-25,"XX-500",1,2022-05-05 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"4975471","190199","190199","1557","91500",2021-07-28,"XX-500",1,2022-05-05 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"4975472","191875","191875","1557","91500",2020-11-02,"XX-500",1,2022-05-05 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"4975473","192774","192774","1557","91019",2019-10-17,"XX-500",1,2022-05-05 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"4975474","192328","192328","1557","93843",2019-02-16,"XX-500",1,2022-05-05 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"4975475","190125","190125","1557","91149",2020-04-09,"XX-500",1,2022-05-05 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"4975476","190570","190570","1557","91448",2021-01-27,"XX-500",1,2022-05-05 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"4975477","190122","190122","1557","93453",2021-07-16,"XX-500",1,2022-05-05 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"4975478","192132","192132","1557","92053",2021-03-02,"XX-500",1,2022-05-05 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"4975479","192882","192882","1557","90788",2020-11-25,"XX-500",1,2022-05-05 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
