PersonalID,FirstName,MiddleName,LastName,NameSuffix,NameDataQuality,SSN,SSNDataQuality,DOB,DOBDataQuality,AmIndAKNative,Asian,BlackAfAmerican,NativeHIPacific,White,RaceNone,Ethnicity,Female,Male,NoSingleGender,Transgender,Questioning,GenderNone,VeteranStatus,YearEnteredService,YearSeparated,WorldWarII,KoreanWar,VietnamWar,DesertStorm,AfghanistanOEF,IraqOIF,IraqOND,OtherTheater,MilitaryBranch,DischargeStatus,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
62114,Curly,,Glue,,1,000217679,1,1980-07-23,1,0,0,1,0,1,,1,1,0,0,0,0,,0,,,,,,,,,,,,,1990-01-01 00:00:00,2021-08-18 00:00:00,891,,E79AAC483B90809B4FDFFB272AA252BD
74794,John,,Doe,,1,123456789,1,2003-10-12,1,1,0,0,0,0,,0,1,0,0,0,0,,1,,,,,,,,,,,,,2021-05-11 14:32:45,2021-05-11 00:00:00,882,,E79AAC483B90809B4FDFFB272AA252BD
76767,Athena,T,Jazzy,lll,1,300072252,1,1976-07-06,1,0,0,1,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,2009-03-19 12:17:00,2021-04-21 00:00:00,887,,E79AAC483B90809B4FDFFB272AA252BD
76768,Dumbledore,Z,Pyramidal,Jr.,1,300120213,1,1960-04-30,1,0,0,1,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,2012-03-14 11:32:55,2020-03-06 00:00:00,2144,,E79AAC483B90809B4FDFFB272AA252BD
76769,Cupcake,T,Detailed,,1,300405781,1,1952-10-01,1,0,0,1,0,0,,0,0,1,0,0,0,,1,,,,,,,,,,,,,2019-10-21 19:09:55,2022-05-04 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
76770,Shark,Z,Cushion,,1,300458089,1,1945-08-19,1,0,0,0,0,1,,0,0,1,0,0,0,,0,,,,,,,,,,,,,2020-06-11 13:50:40,2020-12-03 00:00:00,845,,E79AAC483B90809B4FDFFB272AA252BD
76771,Davi,Q,Durki,,1,123456789,1,1996-09-02,1,1,0,1,0,0,,1,0,1,0,0,0,,1,,,,,,,,,,,,,2021-01-29 16:48:00,2021-08-13 00:00:00,8,,E79AAC483B90809B4FDFFB272AA252BD
76772,Mak,,Allen,,1,123456789,1,2020-01-01,1,0,1,1,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,2021-02-11 16:14:16,2021-07-29 00:00:00,887,,E79AAC483B90809B4FDFFB272AA252BD
76773,Guadalupe,Green,Cavallo,,1,516251004,1,2000-01-11,1,1,1,1,1,1,,0,1,1,1,1,1,,0,,,,,,,,,,,,,2021-08-23 15:37:37,2021-08-23 00:00:00,891,,E79AAC483B90809B4FDFFB272AA252BD
76774,Cande,,Michalski,,2,581713692,2,1982-10-21,2,0,0,0,1,0,,1,1,0,0,0,0,,0,,,,,,,,,,,,,2021-08-23 15:46:49,2021-08-26 00:00:00,891,,E79AAC483B90809B4FDFFB272AA252BD
76775,Greer,,Schröter,,8,319326759,8,,8,1,1,1,0,1,,8,1,1,1,0,1,,8,,,,,,,,,,,,,2021-08-23 16:07:40,2021-10-25 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
76776,Jacob,,Voorhees,,1,603358075,1,1999-01-12,1,1,1,0,0,1,,0,1,1,0,0,1,,0,,,,,,,,,,,,,2021-08-23 16:13:33,2021-08-23 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
76777,Daily,,Commons,,1,771087344,1,1985-01-01,1,0,1,1,0,0,,0,0,1,1,0,0,,0,,,,,,,,,,,,,2021-08-23 16:31:48,2021-08-23 00:00:00,887,,E79AAC483B90809B4FDFFB272AA252BD
76778,Parveen,,Sciarra,,9,740746081,9,,9,1,1,0,1,1,,9,1,1,0,1,1,,9,,,,,,,,,,,,,2021-08-23 16:41:24,2021-10-25 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
76779,Far,,Sentence,,1,118276113,1,2015-01-02,1,0,1,0,0,1,,0,1,0,0,0,1,,0,,,,,,,,,,,,,2021-08-23 16:48:22,2021-08-23 00:00:00,887,,E79AAC483B90809B4FDFFB272AA252BD
76780,Zoana,,Sciarra,,1,278771363,1,2010-11-15,1,1,0,1,1,1,,1,1,0,1,1,1,,0,,,,,,,,,,,,,2021-08-23 16:48:38,2021-08-23 00:00:00,891,,E79AAC483B90809B4FDFFB272AA252BD
