EnrollmentID,PersonalID,ProjectID,EntryDate,HouseholdID,RelationshipToHoH,LivingSituation,LengthOfStay,LOSUnderThreshold,PreviousStreetESSH,DateToStreetESSH,TimesHomelessPastThreeYears,MonthsHomelessPastThreeYears,DisablingCondition,DateOfEngagement,MoveInDate,DateOfPATHStatus,ClientEnrolledInPATH,ReasonNotEnrolled,WorstHousingSituation,PercentAMI,LastPermanentStreet,LastPermanentCity,LastPermanentState,LastPermanentZIP,AddressDataQuality,ReferralSource,CountOutreachReferralApproaches,DateOfBCPStatus,EligibleForRHY,ReasonNoServices,RunawayYouth,SexualOrientation,SexualOrientationOther,FormerWardChildWelfare,ChildWelfareYears,ChildWelfareMonths,FormerWardJuvenileJustice,JuvenileJusticeYears,JuvenileJusticeMonths,UnemploymentFam,MentalHealthDisorderFam,PhysicalDisabilityFam,AlcoholDrugUseDisorderFam,InsufficientIncome,IncarceratedParent,VAMCStation,TargetScreenReqd,TimeToHousingLoss,AnnualPercentAMI,LiteralHomelessHistory,ClientLeaseholder,HOHLeaseholder,SubsidyAtRisk,EvictionHistory,CriminalRecord,IncarceratedAdult,PrisonDischarge,SexOffender,DisabledHoH,CurrentPregnant,SingleParent,DependentUnder6,HH5Plus,CoCPrioritized,HPScreeningScore,ThresholdScore,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
181390,62114,942,2021-08-03,181390,1,16,11,99,99,2021-07-28,2,102,99,,,,,,99,,,,,,99,99,,,,,,99,,99,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18 00:00:00,2022-04-18 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
179415,74794,942,2022-05-11,179415,1,16,10,99,99,2021-03-01,2,113,0,,,,,,99,,,,,,99,99,,,,,,99,,99,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-11 00:00:00,2022-04-18 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
181384,76767,942,2022-04-21,181384,1,16,2,99,99,2016-05-01,4,113,0,,,,,,99,,,,,,99,99,,,,,,99,,99,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-21 00:00:00,2021-04-21 00:00:00,887,,E79AAC483B90809B4FDFFB272AA252BD
181385,76768,942,2021-02-28,181385,1,16,11,99,99,2019-12-18,1,101,1,,,,,,99,,,,,,99,99,,,,,,99,,99,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-28 00:00:00,2020-03-06 00:00:00,3285,,E79AAC483B90809B4FDFFB272AA252BD
181386,76769,942,2020-10-28,181386,1,36,11,1,0,,,,0,,,,,,99,,,,,,99,99,,,,,,99,,99,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-28 00:00:00,2022-05-04 00:00:00,2403,,E79AAC483B90809B4FDFFB272AA252BD
181387,76770,942,2021-06-14,181387,1,4,11,1,1,2020-06-11,1,101,1,,,,,,99,,,,,,99,99,,,,,,99,,99,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-14 00:00:00,2020-12-03 00:00:00,3381,,E79AAC483B90809B4FDFFB272AA252BD
181388,76771,942,2022-05-11,181388,1,16,10,99,99,2021-01-01,1,102,0,,,,,,99,,,,,,99,99,,,,,,99,,99,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-12 00:00:00,2021-08-13 00:00:00,845,,E79AAC483B90809B4FDFFB272AA252BD
181389,76772,942,2022-04-01,181389,1,16,11,99,99,2021-03-02,2,102,0,,,,,,99,,,,,,99,99,,,,,,99,,99,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-01 00:00:00,2022-04-18 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
181636,76773,942,2021-05-01,181636,1,16,10,99,99,2019-08-14,1,101,1,,,,,,99,,,,,,99,99,,,,,,99,,99,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23 00:00:00,2021-08-23 00:00:00,891,,E79AAC483B90809B4FDFFB272AA252BD
181637,76774,942,2021-05-01,181637,1,1,11,99,99,2018-09-13,2,102,0,,,,,,99,,,,,,99,99,,,,,,99,,99,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-23 00:00:00,2021-08-26 00:00:00,891,,E79AAC483B90809B4FDFFB272AA252BD
