"EnrollmentCoCID","EnrollmentID","HouseholdID","ProjectID","PersonalID","InformationDate","CoCCode","DataCollectionStage","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"4900349","192957","192957","1551","90452",2019-08-01,"XX-500",1,2021-12-01 00:00:00,2021-12-01 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4900602","192973","192973","1551","90677",2018-12-04,"XX-500",1,2021-10-19 00:00:00,2021-10-19 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4900604","192993","192993","1551","90679",2007-09-25,"XX-500",1,2021-11-19 00:00:00,2021-11-19 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4900756","192917","192917","1551","90810",2015-08-17,"XX-500",1,2016-11-21 00:00:00,2016-11-21 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4900780","192920","192920","1551","90831",2019-05-01,"XX-500",1,2019-05-06 00:00:00,2019-05-06 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4900815","192911","192911","1551","90864",2011-07-08,"XX-500",1,2022-01-19 00:00:00,2022-01-19 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4900893","193059","193059","1551","90928",2021-09-24,"XX-500",1,2021-10-19 00:00:00,2021-10-19 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4901038","193029","193029","1551","91057",2019-07-01,"XX-500",1,2021-02-11 00:00:00,2021-02-11 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4901041","192331","192331","1551","91059",2019-12-12,"XX-500",1,2020-07-06 00:00:00,2020-07-06 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4901081","193196","193196","1551","91097",2019-12-23,"XX-500",1,2021-10-19 00:00:00,2021-10-19 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4901114","193166","193166","1551","91129",2020-06-15,"XX-500",1,2021-10-19 00:00:00,2021-10-19 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4901122","190052","190052","1551","91137",2020-06-08,"XX-500",1,2020-06-18 00:00:00,2020-06-18 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4901188","190026","190026","1551","91195",2020-09-23,"XX-500",1,2020-09-28 00:00:00,2020-09-28 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4901189","190015","190015","1551","91196",2020-08-25,"XX-500",1,2020-10-01 00:00:00,2020-10-01 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4901198","193150","193150","1551","91200",2020-10-21,"XX-500",1,2020-10-22 00:00:00,2020-10-22 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4901219","193136","193136","1551","91220",2020-06-26,"XX-500",1,2021-11-30 00:00:00,2021-11-30 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4901226","192046","192046","1551","91226",2019-11-14,"XX-500",1,2021-12-15 00:00:00,2021-12-15 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4901370","193088","193088","1551","91335",2014-08-12,"XX-500",1,2019-03-21 00:00:00,2019-03-21 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4901491","193175","193175","1551","91427",2020-11-01,"XX-500",1,2021-10-08 00:00:00,2021-10-08 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4901506","193189","193189","1551","91441",2020-11-01,"XX-500",1,2021-01-07 00:00:00,2021-01-07 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4901586","192942","192942","1551","91510",2020-12-11,"XX-500",1,2021-10-25 00:00:00,2021-10-25 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4901671","191552","191552","1551","91574",2018-04-01,"XX-500",1,2018-04-10 00:00:00,2018-04-10 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
"4901717","193068","193068","1551","91613",2019-04-22,"XX-500",1,2022-01-27 00:00:00,2022-01-27 00:00:00,"0",,"198F73A6CFE16A591A6613986232976F"
