EnrollmentCoCID,EnrollmentID,HouseholdID,ProjectID,PersonalID,InformationDate,CoCCode,DataCollectionStage,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
COC-1,E-1,H-1,DEFAULT-PH,C-1,2018-12-01,XX-500,1,2018-10-01 00:00:00,2018-10-01 00:00:00,user,,EXPORT
COC-2,E-2,H-2,DEFAULT-PH,C-2,2018-12-01,XX-500,1,2018-10-01 00:00:00,2018-10-01 00:00:00,user,,EXPORT
COC-3,E-4,H-4,DEFAULT-PH,C-4,2018-12-01,XX-500,1,2018-10-01 00:00:00,2018-10-01 00:00:00,user,,EXPORT
COC-4,E-5,H-5,DEFAULT-PH,C-5,2018-12-01,XX-500,1,2018-10-01 00:00:00,2018-10-01 00:00:00,user,,EXPORT
COC-5,E-6,H-6,DEFAULT-PH,C-6,2018-12-01,XX-500,1,2018-10-01 00:00:00,2018-10-01 00:00:00,user,,EXPORT
COC-6,E-7,H-3,DEFAULT-PH,C-7,2018-12-01,XX-500,1,2018-10-01 00:00:00,2018-10-01 00:00:00,user,,EXPORT
COC-7,E-8,H-7,DEFAULT-PH,C-8,2018-12-01,XX-500,1,2018-10-01 00:00:00,2018-10-01 00:00:00,user,,EXPORT
COC-8,E-9,H-8,DEFAULT-PH,C-9,2018-12-01,XX-500,1,2018-10-01 00:00:00,2018-10-01 00:00:00,user,,EXPORT
COC-9,E-10,H-9,NBN,C-1,2018-12-01,XX-500,1,2018-10-01 00:00:00,2018-10-01 00:00:00,user,,EXPORT
COC-10,E-11,H-10,NBN,C-2,2018-12-01,XX-500,1,2018-10-01 00:00:00,2018-10-01 00:00:00,user,,EXPORT
COC-11,E-13,H-12,NBN,C-4,2018-12-01,XX-500,1,2018-10-01 00:00:00,2018-10-01 00:00:00,user,,EXPORT
COC-12,E-14,H-13,NBN,C-5,2018-12-01,XX-500,1,2018-10-01 00:00:00,2018-10-01 00:00:00,user,,EXPORT
COC-13,E-15,H-14,NBN,C-6,2018-12-01,XX-500,1,2018-10-01 00:00:00,2018-10-01 00:00:00,user,,EXPORT
COC-14,E-16,H-11,NBN,C-7,2018-12-01,XX-500,1,2018-10-01 00:00:00,2018-10-01 00:00:00,user,,EXPORT
COC-15,E-17,H-15,NBN,C-8,2018-12-01,XX-500,1,2018-10-01 00:00:00,2018-10-01 00:00:00,user,,EXPORT
COC-16,E-19,H-16,NBN,C-9,2018-12-01,XX-500,1,2018-10-01 00:00:00,2018-10-01 00:00:00,user,,EXPORT
