"EnrollmentCoCID","EnrollmentID","HouseholdID","ProjectID","PersonalID","InformationDate","CoCCode","DataCollectionStage","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"4900296","190112","190112","1561","90404",2018-09-24,"XX-500",1,2018-09-24 00:00:00,2018-09-24 00:00:00,"0",,"BDB0E4C7C5B7F99076B8AA1D421AE7E2"
"4900310","193125","193125","1561","90418",2020-03-08,"XX-500",1,2020-08-05 00:00:00,2020-08-05 00:00:00,"0",,"BDB0E4C7C5B7F99076B8AA1D421AE7E2"
"4900534","192966","192966","1561","90620",2020-07-22,"XX-500",1,2020-08-05 00:00:00,2020-08-05 00:00:00,"0",,"BDB0E4C7C5B7F99076B8AA1D421AE7E2"
"4900828","193040","193040","1561","90875",2016-05-23,"XX-500",1,2017-05-04 00:00:00,2017-05-04 00:00:00,"0",,"BDB0E4C7C5B7F99076B8AA1D421AE7E2"
"4900857","190314","190314","1561","90903",2020-03-13,"XX-500",1,2020-08-05 00:00:00,2020-08-05 00:00:00,"0",,"BDB0E4C7C5B7F99076B8AA1D421AE7E2"
"4901036","193043","193043","1561","91055",2020-02-07,"XX-500",1,2020-07-14 00:00:00,2020-07-14 00:00:00,"0",,"BDB0E4C7C5B7F99076B8AA1D421AE7E2"
"4901042","193053","193053","1561","91060",2021-04-05,"XX-500",1,2021-04-07 00:00:00,2021-04-07 00:00:00,"0",,"BDB0E4C7C5B7F99076B8AA1D421AE7E2"
"4901612","191820","191820","1561","91530",2021-02-01,"XX-500",1,2021-04-09 00:00:00,2021-04-09 00:00:00,"0",,"BDB0E4C7C5B7F99076B8AA1D421AE7E2"
"4901838","192086","192086","1561","91706",2019-06-05,"XX-500",1,2019-06-05 00:00:00,2019-06-05 00:00:00,"0",,"BDB0E4C7C5B7F99076B8AA1D421AE7E2"
"4902304","193093","193093","1561","92067",2021-07-29,"XX-500",1,2021-08-26 00:00:00,2021-08-26 00:00:00,"0",,"BDB0E4C7C5B7F99076B8AA1D421AE7E2"
"4904061","192888","192888","1561","93582",2020-02-07,"XX-500",1,2020-10-01 00:00:00,2020-10-01 00:00:00,"0",,"BDB0E4C7C5B7F99076B8AA1D421AE7E2"
"4904542","193019","193019","1561","94023",2017-05-26,"XX-500",1,2019-03-28 00:00:00,2019-03-28 00:00:00,"0",,"BDB0E4C7C5B7F99076B8AA1D421AE7E2"
"4904656","193081","193081","1561","94124",2017-12-11,"XX-500",1,2017-12-12 00:00:00,2017-12-12 00:00:00,"0",,"BDB0E4C7C5B7F99076B8AA1D421AE7E2"
