"EnrollmentID","PersonalID","ProjectID","EntryDate","HouseholdID","RelationshipToHoH","LivingSituation","LengthOfStay","LOSUnderThreshold","PreviousStreetESSH","DateToStreetESSH","TimesHomelessPastThreeYears","MonthsHomelessPastThreeYears","DisablingCondition","DateOfEngagement","MoveInDate","DateOfPATHStatus","ClientEnrolledInPATH","ReasonNotEnrolled","WorstHousingSituation","PercentAMI","LastPermanentStreet","LastPermanentCity","LastPermanentState","LastPermanentZIP","AddressDataQuality","ReferralSource","CountOutreachReferralApproaches","DateOfBCPStatus","EligibleForRHY","ReasonNoServices","RunawayYouth","SexualOrientation","SexualOrientationOther","FormerWardChildWelfare","ChildWelfareYears","ChildWelfareMonths","FormerWardJuvenileJustice","JuvenileJusticeYears","JuvenileJusticeMonths","UnemploymentFam","MentalHealthDisorderFam","PhysicalDisabilityFam","AlcoholDrugUseDisorderFam","InsufficientIncome","IncarceratedParent","VAMCStation","TargetScreenReqd","TimeToHousingLoss","AnnualPercentAMI","LiteralHomelessHistory","ClientLeaseholder","HOHLeaseholder","SubsidyAtRisk","EvictionHistory","CriminalRecord","IncarceratedAdult","PrisonDischarge","SexOffender","DisabledHoH","CurrentPregnant","SingleParent","DependentUnder6","HH5Plus","CoCPrioritized","HPScreeningScore","ThresholdScore","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"190244","90760","1565",2020-08-11,"190244",1,16,5,99,99,,4,113,1,2021-11-05,,,,,99,,"","","","",99,99,,,,,,1,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2022-03-10 00:00:00,2022-03-10 00:00:00,"0",,"7DBFA440C094948C56CAD3D7F3644ECA"
"190255","90961","1565",2021-09-27,"190255",1,99,99,0,99,,,,99,2021-09-27,,,,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-09-29 00:00:00,2021-09-29 00:00:00,"0",,"7DBFA440C094948C56CAD3D7F3644ECA"
"190215","90972","1565",2021-09-24,"190215",1,99,99,0,99,,,,99,2021-09-24,,,,,99,,"","","","",99,99,,,,,,1,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2022-03-11 00:00:00,2022-03-11 00:00:00,"0",,"7DBFA440C094948C56CAD3D7F3644ECA"
"190574","90993","1565",2021-08-16,"190574",1,99,99,0,99,,,,99,2021-08-17,,,,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-09-14 00:00:00,2021-09-14 00:00:00,"0",,"7DBFA440C094948C56CAD3D7F3644ECA"
"190989","91249","1565",2020-08-14,"190989",1,16,5,99,99,,4,113,1,2020-08-14,,,,,99,,"","","","",99,99,,,,,,1,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-04-23 00:00:00,2021-04-23 00:00:00,"0",,"7DBFA440C094948C56CAD3D7F3644ECA"
"190879","91287","1565",2020-11-01,"190879",1,16,4,99,99,2020-02-10,4,113,1,2020-11-01,,,,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-04-21 00:00:00,2021-04-21 00:00:00,"0",,"7DBFA440C094948C56CAD3D7F3644ECA"
"190268","92047","1565",2020-09-22,"190268",1,16,10,99,99,2020-09-22,4,113,1,2020-09-22,,,,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-04-21 00:00:00,2022-05-04 00:00:00,"889",,"7DBFA440C094948C56CAD3D7F3644ECA"
"191219","92791","1565",2020-08-17,"191219",1,16,5,99,99,,1,113,0,2020-08-17,,,,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-11-19 00:00:00,2021-11-19 00:00:00,"0",,"7DBFA440C094948C56CAD3D7F3644ECA"
"193090","93128","1565",2021-03-09,"193090",1,16,5,99,99,2007-09-14,4,102,0,,,,,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2022-03-09 00:00:00,2022-03-09 00:00:00,"0",,"7DBFA440C094948C56CAD3D7F3644ECA"
"193158","93257","1565",2021-09-24,"193158",1,99,99,0,99,,,,99,2021-09-27,,,,,99,,"","","","",99,99,,,,,,1,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-10-22 00:00:00,2021-10-22 00:00:00,"0",,"7DBFA440C094948C56CAD3D7F3644ECA"
"190383","93480","1565",2021-08-16,"190383",1,1,3,99,99,2018-05-30,4,113,1,2021-08-16,,,,,99,,"","","","",99,99,,,,,,1,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2022-03-09 00:00:00,2022-03-09 00:00:00,"0",,"7DBFA440C094948C56CAD3D7F3644ECA"
"192424","93526","1565",2020-10-13,"192424",1,16,4,99,99,,3,113,0,2020-10-13,,,,,99,,"","","","",99,99,,,,,,1,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-04-21 00:00:00,2021-04-21 00:00:00,"0",,"7DBFA440C094948C56CAD3D7F3644ECA"
"190298","93719","1565",2020-08-11,"190298",1,16,5,99,99,,4,8,0,2020-08-11,,,,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2022-03-11 00:00:00,2022-03-11 00:00:00,"0",,"7DBFA440C094948C56CAD3D7F3644ECA"
"190245","94099","1565",2021-09-27,"190245",1,99,99,0,99,,,,99,2021-09-27,,,,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2022-03-11 00:00:00,2022-03-11 00:00:00,"0",,"7DBFA440C094948C56CAD3D7F3644ECA"
