"ServicesID","EnrollmentID","PersonalID","DateProvided","RecordType","TypeProvided","OtherTypeProvided","MovingOnOtherType","SubTypeProvided","FAAmount","ReferralOutcome","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"4970817","190047","90473",2021-03-04,152,14,"","",,1860.99,,2021-04-20 00:00:00,2021-04-20 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970818","190047","90473",2021-03-08,152,14,"","",,328.41,,2021-04-20 00:00:00,2021-04-20 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970819","190047","90473",2021-03-10,152,14,"","",,547.35,,2021-04-20 00:00:00,2021-04-20 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970862","190498","90911",2021-01-07,152,5,"","",,450.00,,2021-02-17 00:00:00,2021-02-17 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970863","190498","90911",2021-01-07,152,12,"","",,362.00,,2021-02-17 00:00:00,2021-02-17 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970870","190291","90940",2021-02-19,152,14,"","",,264.72,,2021-11-17 00:00:00,2021-11-17 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970871","190291","90940",2021-03-04,152,14,"","",,2470.20,,2021-11-17 00:00:00,2021-11-17 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970872","190291","90940",2021-04-14,152,14,"","",,2735.44,,2021-11-17 00:00:00,2021-11-17 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970873","190291","90940",2021-05-15,152,14,"","",,2647.20,,2021-11-17 00:00:00,2021-11-17 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970874","190291","90940",2021-06-08,152,14,"","",,970.64,,2021-11-17 00:00:00,2021-11-17 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970875","190291","90940",2021-06-08,152,14,"","",,1764.80,,2021-11-17 00:00:00,2021-11-17 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970876","190291","90940",2021-07-02,152,14,"","",,2647.20,,2021-11-17 00:00:00,2021-11-17 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970877","190291","90940",2021-08-05,152,14,"","",,2735.44,,2021-11-17 00:00:00,2021-11-17 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970887","190672","91003",2020-07-29,152,12,"","",,120.00,,2020-09-10 00:00:00,2020-09-10 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970888","190672","91003",2020-09-09,152,5,"","",,578.17,,2020-09-10 00:00:00,2020-09-10 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970889","190672","91003",2021-08-26,152,2,"","",,1000.00,,2021-12-13 00:00:00,2021-12-13 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970916","192877","91067",2020-10-07,152,2,"","",,1500.00,,2020-11-05 00:00:00,2020-11-05 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970917","192877","91067",2020-10-07,152,12,"","",,607.00,,2020-11-05 00:00:00,2020-11-05 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970918","192280","91068",2020-11-10,152,2,"","",,1200.00,,2021-06-09 00:00:00,2021-06-09 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970919","192280","91068",2020-11-10,152,1,"","",,1200.00,,2021-06-09 00:00:00,2021-06-09 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970920","192280","91068",2020-11-11,152,12,"","",,404.00,,2021-06-09 00:00:00,2021-06-09 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970921","192280","91068",2020-12-17,152,5,"","",,539.00,,2021-01-06 00:00:00,2021-01-06 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970922","190107","91070",2021-05-27,152,12,"","",,562.00,,2021-07-13 00:00:00,2021-07-13 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970923","190107","91070",2021-06-04,152,2,"","",,900.00,,2021-07-13 00:00:00,2021-07-13 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970924","190107","91070",2021-06-30,152,5,"","",,554.40,,2021-07-13 00:00:00,2021-07-13 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970929","191105","91080",2020-09-04,152,2,"","",,1410.00,,2021-06-17 00:00:00,2021-06-17 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970930","191105","91080",2020-09-17,152,12,"","",,1492.00,,2021-06-17 00:00:00,2021-06-17 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970931","191105","91080",2020-09-29,152,1,"","",,1410.00,,2021-06-17 00:00:00,2021-06-17 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970934","192885","91082",2020-10-15,152,2,"","",,300.00,,2021-01-11 00:00:00,2021-01-11 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970939","189440","91088",2020-05-29,152,2,"","",,500.00,,2020-06-09 00:00:00,2020-06-09 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970940","189440","91088",2020-09-10,152,5,"","",,300.00,,2021-06-03 00:00:00,2021-06-03 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970941","189440","91088",2020-09-23,152,12,"","",,528.00,,2021-06-03 00:00:00,2021-06-03 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970942","189440","91088",2020-12-09,152,1,"","",,863.00,,2021-03-10 00:00:00,2021-03-10 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970943","189440","91088",2020-12-17,152,4,"","",,76.85,,2021-05-25 00:00:00,2021-05-25 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970950","191481","91094",2020-08-17,152,14,"","",,4488.27,,2020-11-05 00:00:00,2020-11-05 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
"4970951","191481","91094",2020-10-01,152,2,"","",,300.00,,2020-11-05 00:00:00,2020-11-05 00:00:00,"0",,"CB5C3AE021E549E4E5E5881E30243DE8"
