"EnrollmentID","PersonalID","ProjectID","EntryDate","HouseholdID","RelationshipToHoH","LivingSituation","LengthOfStay","LOSUnderThreshold","PreviousStreetESSH","DateToStreetESSH","TimesHomelessPastThreeYears","MonthsHomelessPastThreeYears","DisablingCondition","DateOfEngagement","MoveInDate","DateOfPATHStatus","ClientEnrolledInPATH","ReasonNotEnrolled","WorstHousingSituation","PercentAMI","LastPermanentStreet","LastPermanentCity","LastPermanentState","LastPermanentZIP","AddressDataQuality","ReferralSource","CountOutreachReferralApproaches","DateOfBCPStatus","EligibleForRHY","ReasonNoServices","RunawayYouth","SexualOrientation","SexualOrientationOther","FormerWardChildWelfare","ChildWelfareYears","ChildWelfareMonths","FormerWardJuvenileJustice","JuvenileJusticeYears","JuvenileJusticeMonths","UnemploymentFam","MentalHealthDisorderFam","PhysicalDisabilityFam","AlcoholDrugUseDisorderFam","InsufficientIncome","IncarceratedParent","VAMCStation","TargetScreenReqd","TimeToHousingLoss","AnnualPercentAMI","LiteralHomelessHistory","ClientLeaseholder","HOHLeaseholder","SubsidyAtRisk","EvictionHistory","CriminalRecord","IncarceratedAdult","PrisonDischarge","SexOffender","DisabledHoH","CurrentPregnant","SingleParent","DependentUnder6","HH5Plus","CoCPrioritized","HPScreeningScore","ThresholdScore","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"181528","76773","239",2020-05-01,"181528",1,16,10,99,99,2019-08-14,1,101,1,2021-02-01,,2021-02-01,1,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-25 00:00:00,2021-08-25 00:00:00,"891",,"30143D484A7CE85734F0889D1726C6D3"
"181529","76774","239",2020-05-01,"181529",1,1,11,99,99,2018-09-13,2,102,0,2021-02-01,,2021-02-01,0,1,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-23 00:00:00,2021-08-26 00:00:00,"891",,"30143D484A7CE85734F0889D1726C6D3"
"181529_26133","76775","239",2020-05-01,"181529",2,1,11,99,99,2018-09-13,2,102,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-23 00:00:00,2021-10-25 00:00:00,"891",,"30143D484A7CE85734F0889D1726C6D3"
"181530","76776","239",2020-05-01,"181530",1,14,11,99,99,2020-04-01,9,106,99,2021-02-01,,2021-02-01,1,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-25 00:00:00,"891",,"30143D484A7CE85734F0889D1726C6D3"
"181531","76777","239",2020-05-01,"181531",1,34,2,99,99,,,,0,2021-02-01,,2021-02-01,0,2,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-23 00:00:00,2021-08-25 00:00:00,"891",,"30143D484A7CE85734F0889D1726C6D3"
"181532","76778","239",2020-05-01,"181532",1,18,3,99,99,2019-07-28,3,113,1,2021-02-01,,2021-02-01,1,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-10-25 00:00:00,"891",,"30143D484A7CE85734F0889D1726C6D3"
"181533","76779","239",2020-05-01,"181533",1,10,3,99,99,,,,0,2021-02-01,,2021-02-01,0,3,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-23 00:00:00,2021-08-25 00:00:00,"891",,"30143D484A7CE85734F0889D1726C6D3"
"181532_26134","76780","239",2020-05-01,"181532",2,18,3,99,99,2019-07-28,3,113,1,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-23 00:00:00,2021-08-23 00:00:00,"891",,"30143D484A7CE85734F0889D1726C6D3"
"181534","76781","239",2020-05-01,"181534",1,2,10,99,99,2020-03-05,,107,0,2021-02-01,,2021-02-01,1,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-25 00:00:00,"891",,"30143D484A7CE85734F0889D1726C6D3"
"181534_26136","76782","239",2020-05-01,"181534",2,32,10,1,1,2020-01-01,4,108,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"889",,"30143D484A7CE85734F0889D1726C6D3"
