"PersonalID","FirstName","MiddleName","LastName","NameSuffix","NameDataQuality","SSN","SSNDataQuality","DOB","DOBDataQuality","AmIndAKNative","Asian","BlackAfAmerican","NativeHIPacific","White","RaceNone","Ethnicity","Female","Male","NoSingleGender","Transgender","Questioning","GenderNone","VeteranStatus","YearEnteredService","YearSeparated","WorldWarII","KoreanWar","VietnamWar","DesertStorm","AfghanistanOEF","IraqOIF","IraqOND","OtherTheater","MilitaryBranch","DischargeStatus","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"91052","Warmth","","Person","",1,"300015154",1,1997-06-26,1,0,0,0,0,1,,0,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,2019-12-20 21:15:00,2019-12-20 00:00:00,"0",,"0CCAEB846E071183A50E538FB0647CF6"
"91203","Strength","T","Abiding","",1,"300015503",1,1997-03-04,1,0,0,1,0,0,,1,1,0,0,0,0,,0,,,,,,,,,,,,,2021-09-30 18:43:00,2021-09-30 00:00:00,"0",,"0CCAEB846E071183A50E538FB0647CF6"
"91246","Sprite","R","Bouncy","III",1,"300015621",1,2000-09-15,1,0,0,0,0,1,,0,1,0,0,0,0,,0,,,,,,,,,,,,,2020-06-12 14:44:00,2020-06-12 00:00:00,"0",,"0CCAEB846E071183A50E538FB0647CF6"
"91269","Junior","Y","Paramount","",1,"300015870",1,1997-02-28,1,0,0,1,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,2021-03-06 18:26:00,2022-05-05 00:00:00,"889",,"0CCAEB846E071183A50E538FB0647CF6"
"91471","Okra","Z","Parachute","",1,"300021443",1,2002-05-25,1,0,0,0,0,1,,0,0,0,1,0,0,,0,,,,,,,,,,,,,2020-11-05 20:13:00,2020-11-05 00:00:00,"0",,"0CCAEB846E071183A50E538FB0647CF6"
"91514","Territory","T","Woebegone","",1,"300021901",1,2002-01-22,1,0,0,0,0,1,,1,1,0,0,0,0,,0,,,,,,,,,,,,,2021-09-30 18:41:00,2021-09-30 00:00:00,"0",,"0CCAEB846E071183A50E538FB0647CF6"
"91518","Tango","Y","Bright","",1,"300021925",1,2002-08-21,1,0,0,0,0,1,,1,0,1,0,0,0,,0,,,,,,,,,,,,,2021-01-19 20:45:00,2021-04-08 00:00:00,"0",,"0CCAEB846E071183A50E538FB0647CF6"
"92045","Poppy","","Pungent","",1,"300040501",1,2001-07-02,1,0,0,1,0,1,,0,0,1,0,0,0,,0,,,,,,,,,,,,,2021-03-08 15:17:00,2022-05-05 00:00:00,"889",,"0CCAEB846E071183A50E538FB0647CF6"
"92170","Albacore","R","Thumbs","",1,"300041570",1,2001-10-15,1,0,0,0,0,1,,1,1,0,0,0,0,,0,,,,,,,,,,,,,2021-09-30 18:30:00,2022-05-05 00:00:00,"889",,"0CCAEB846E071183A50E538FB0647CF6"
"92211","Lentil","Z","Pursuant","",1,"300041750",1,2000-02-02,1,0,0,0,0,1,,0,1,0,0,0,0,,0,,,,,,,,,,,,,2021-09-30 18:47:00,2021-09-30 00:00:00,"0",,"0CCAEB846E071183A50E538FB0647CF6"
"92300","Bamboo","F","Generally","",1,"300042192",1,1997-06-26,1,0,0,0,0,1,,0,0,1,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,2021-04-12 18:21:00,2021-04-12 00:00:00,"0",,"0CCAEB846E071183A50E538FB0647CF6"
"93402","Fork","X","Questioning","",1,"300056658",1,2001-03-30,1,0,0,1,0,0,,1,1,0,0,0,0,,0,,,,,,,,,,,,,2021-09-30 18:35:00,2022-05-03 00:00:00,"889",,"0CCAEB846E071183A50E538FB0647CF6"
"93466","Asparagus","F","Puzzle","",1,"300057137",1,1997-04-03,1,0,0,0,0,1,,0,1,0,0,0,0,,0,,,,,,,,,,,,,2021-09-30 18:45:00,2021-12-29 00:00:00,"0",,"0CCAEB846E071183A50E538FB0647CF6"
"93471","Bamboo","Z","Lofty","",1,"300057276",1,2000-08-03,1,0,0,1,0,0,,0,1,0,0,0,0,,0,,,,,,,,,,,,,2021-09-08 16:37:00,2022-05-03 00:00:00,"889",,"0CCAEB846E071183A50E538FB0647CF6"
"93478","Prudence","","Palate","",1,"300057301",1,2002-10-20,1,0,0,1,0,0,,1,0,1,0,0,0,,0,,,,,,,,,,,,,2021-09-30 18:39:00,2022-05-05 00:00:00,"889",,"0CCAEB846E071183A50E538FB0647CF6"
"93598","King","R","Petroleum","III",1,"300062591",1,2003-04-03,1,0,0,1,0,0,,1,1,0,0,0,0,,0,,,,,,,,,,,,,2021-12-27 16:03:06,2022-05-03 00:00:00,"889",,"0CCAEB846E071183A50E538FB0647CF6"
