"EnrollmentCoCID","EnrollmentID","HouseholdID","ProjectID","PersonalID","InformationDate","CoCCode","DataCollectionStage","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"4900280","193147","193147","1564","90389",2015-02-16,"XX-500",1,2022-02-13 00:00:00,2022-02-13 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902086","193132","193132","1564","91900",2015-04-08,"XX-500",1,2020-01-29 00:00:00,2020-01-29 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902342","192912","192912","1564","92101",2012-07-11,"XX-500",1,2012-08-29 00:00:00,2012-08-29 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902344","192974","192974","1564","92103",2013-06-17,"XX-500",1,2022-01-19 00:00:00,2022-01-19 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902359","193089","193089","1564","92116",2012-04-04,"XX-500",1,2014-08-30 00:00:00,2014-08-30 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902363","192950","192950","1564","92120",2013-05-28,"XX-500",1,2014-08-30 00:00:00,2014-08-30 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902386","193119","193119","1564","92140",2012-12-12,"XX-500",1,2014-08-30 00:00:00,2014-08-30 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902406","193035","193035","1564","92154",2013-06-17,"XX-500",1,2013-06-17 00:00:00,2013-06-17 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902422","192906","192906","1564","92167",2013-01-02,"XX-500",1,2014-08-30 00:00:00,2014-08-30 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902424","193145","193145","1564","92169",2012-01-10,"XX-500",1,2014-08-30 00:00:00,2014-08-30 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902432","192998","192998","1564","92175",2011-08-26,"XX-500",1,2022-02-13 00:00:00,2022-02-13 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902451","193066","193066","1564","92192",2012-10-10,"XX-500",1,2014-08-30 00:00:00,2014-08-30 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902456","193064","193064","1564","92197",2014-11-01,"XX-500",1,2014-11-11 00:00:00,2014-11-11 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902466","192927","192927","1564","92207",2012-10-15,"XX-500",1,2014-08-30 00:00:00,2014-08-30 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902505","193120","193120","1564","92237",2019-03-22,"XX-500",1,2019-06-27 00:00:00,2019-06-27 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902508","193050","193050","1564","92239",2012-10-23,"XX-500",1,2014-08-30 00:00:00,2014-08-30 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902574","192934","192934","1564","92284",2017-08-24,"XX-500",1,2018-03-20 00:00:00,2018-03-20 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902585","193010","193010","1564","92295",2013-08-29,"XX-500",1,2013-09-10 00:00:00,2013-09-10 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902596","193092","193092","1564","92305",2014-11-12,"XX-500",1,2015-06-19 00:00:00,2015-06-19 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902605","193195","193195","1564","92312",2012-02-15,"XX-500",1,2014-08-30 00:00:00,2014-08-30 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902619","193185","193185","1564","92325",2014-11-01,"XX-500",1,2014-11-11 00:00:00,2014-11-11 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
"4902626","192953","192953","1564","92331",2012-08-07,"XX-500",1,2021-12-20 00:00:00,2021-12-20 00:00:00,"0",,"70549C7796D1A7E60C3F2FD57E6A7FC9"
