"EnrollmentCoCID","EnrollmentID","HouseholdID","ProjectID","PersonalID","InformationDate","CoCCode","DataCollectionStage","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"4770527","181392","181392","808","76773",2020-05-01,"XX-500",1,2021-08-23 00:00:00,2021-08-23 00:00:00,"891",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770532","181393","181393","808","76774",2020-05-01,"XX-500",1,2021-08-23 00:00:00,2021-08-23 00:00:00,"891",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770547","181395","181395","808","76777",2020-05-01,"XX-500",1,2021-08-23 00:00:00,2021-08-23 00:00:00,"887",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770559","181397","181397","808","76779",2020-05-01,"XX-500",1,2021-08-23 00:00:00,2021-08-23 00:00:00,"887",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770580","181399","181399","808","76783",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"889",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770595","181400","181400","808","76786",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"889",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770600","181401","181401","808","76787",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"889",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770605","181402","181402","808","76788",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"889",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770610","181403","181403","808","76789",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"889",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770624","181404","181404","808","76791",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770634","181405","181405","808","76793",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770644","181406","181406","808","76795",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"891",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770654","181407","181407","808","76797",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770659","181408","181408","808","76798",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770664","181409","181409","808","76799",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"891",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770669","181410","181410","808","76800",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770674","181411","181411","808","76801",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"891",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770679","181412","181412","808","76802",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770688","181413","181413","808","76803",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770693","181414","181414","808","76804",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770698","181415","181415","808","76805",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"891",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770703","181416","181416","808","76806",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770708","181417","181417","808","76807",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770713","181418","181418","808","76808",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"891",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770727","181396","181396","808","76778",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"891",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770807","181394","181394","808","76776",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"889",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4770808","181398","181398","808","76781",2020-05-01,"XX-500",1,2021-08-24 00:00:00,2021-08-24 00:00:00,"889",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
"4773528","181663","181663","808","76809",2020-05-01,"XX-500",1,2021-08-25 00:00:00,2021-08-25 00:00:00,"891",,"0477D2FF9011E58A5BFE1F9FD31D0E31"
